gene_name	ensembl_transcript	refseq_transcript
MPST	ENST00000429360	NM_021126.8
C22orf23	ENST00000403305	NM_032561.5
POLR2F	ENST00000442738	NM_021974.5
PICK1	ENST00000356976	NM_012407.4
BAIAP2L2	ENST00000381669	NM_025045.6
YDJC	ENST00000292778	NM_001017964.2
CCDC116	ENST00000292779	NM_152612.3
SDF2L1	ENST00000248958	NM_022044.3
PPIL2	ENST00000398831	NM_014337.4
YPEL1	ENST00000339468	NM_013313.5
ZNF74	ENST00000400451	NM_003426.4
KLHL22	ENST00000328879	NM_032775.4
GSTT2B	ENST00000290765	NM_001080843.4
DDTL	ENST00000215770	NM_001084393.2
CABIN1	ENST00000263119	NM_012295.4
KREMEN1	ENST00000400335	NM_001039570.3
EMID1	ENST00000334018	NM_133455.4
RHBDD3	ENST00000216085	NM_012265.3
RASL10A	ENST00000216101	NM_006477.5
NEFH	ENST00000310624	NM_021076.4
THOC5	ENST00000490103	NM_003678.5
NIPSNAP1	ENST00000216121	NM_003634.4
CABP7	ENST00000216144	NM_182527.3
ZMAT5	ENST00000344318	NM_001003692.2
UQCR10	ENST00000330029	NM_013387.4
CASTOR1	ENST00000407689	NM_001037666.3
TBC1D10A	ENST00000215790	NM_031937.3
SF3A1	ENST00000215793	NM_005877.6
RNF215	ENST00000382363	NM_001017981.2
SEC14L2	ENST00000615189	NM_012429.5
MTFP1	ENST00000266263	NM_016498.5
SEC14L3	ENST00000215812	NM_174975.5
SEC14L4	ENST00000255858	NM_174977.4
GAL3ST1	ENST00000406361	NM_001318104.2
PES1	ENST00000354694	NM_014303.4
DERL3	ENST00000318109	NM_001002862.3
MIF	ENST00000215754	NM_002415.2
SUSD2	ENST00000358321	NM_019601.4
TOM1	ENST00000449058	NM_005488.3
TOMM22	ENST00000216034	NM_020243.5
MLC1	ENST00000311597	NM_015166.4
PLXNB2	ENST00000359337	NM_012401.4
ESS2	ENST00000252137	NM_022719.3
TSSK2	ENST00000399635	NM_053006.5
GSC2	ENST00000086933	NM_005315.2
SLC25A1	ENST00000215882	NM_005984.5
TUBA8	ENST00000330423	NM_018943.3
ADSL	ENST00000623063	NM_000026.4
RSPH14	ENST00000216036	NM_014433.3
GNAZ	ENST00000615612	NM_002073.4
BCR	ENST00000305877	NM_004327.4
GCAT	ENST00000248924	NM_014291.4
GALR3	ENST00000249041	NM_003614.2
EIF3L	ENST00000652021	NM_016091.4
MICALL1	ENST00000215957	NM_033386.4
ACO2	ENST00000216254	NM_001098.3
AP1B1	ENST00000357586	NM_001127.4
MRPL40	ENST00000333130	NM_003776.4
PRODH	ENST00000357068	NM_016335.6
APOBEC3D	ENST00000216099	NM_152426.4
PEX26	ENST00000399744	NM_001127649.3
SERPIND1	ENST00000215727	NM_000185.4
SNAP29	ENST00000215730	NM_004782.4
CRKL	ENST00000354336	NM_005207.4
THAP7	ENST00000215742	NM_030573.3
TCF20	ENST00000677622	NM_001378418.1
APOL4	ENST00000683024	NM_001386885.1
CECR2	ENST00000262608	NM_001290047.2
AIFM3	ENST00000440238	NM_001386814.1
LMF2	ENST00000474879	NM_033200.3
NCAPH2	ENST00000420993	NM_152299.4
SCO2	ENST00000395693	NM_005138.3
TYMP	ENST00000252029	NM_001953.5
KLHDC7B	ENST00000648057	NM_138433.5
SYCE3	ENST00000406915	NM_001123225.3
CPT1B	ENST00000312108	NM_152246.3
CHKB	ENST00000406938	NM_005198.5
MAPK8IP2	ENST00000329492	NM_012324.6
ARSA	ENST00000216124	NM_000487.6
TMEM191C	ENST00000536718	NM_001388354.1
RAB36	ENST00000263116	NM_004914.5
H1-0	ENST00000340857	NM_005318.4
CLDN5	ENST00000618236	NM_001363066.2
FAM227A	ENST00000535113	NM_001013647.2
RIMBP3C	ENST00000433039	NM_001128633.2
C22orf31	ENST00000216071	NM_015370.2
PPM1F	ENST00000263212	NM_014634.4
TOP3B	ENST00000357179	NM_001282112.2
VPREB1	ENST00000403807	NM_007128.4
CCDC157	ENST00000338306	NM_001017437.5
CIMAP1B	ENST00000329363	NM_001014440.4
SHISA8	ENST00000621082	NM_001207020.3
XKR3	ENST00000684488	NM_001386955.1
JOSD1	ENST00000683374	NM_001360236.2
SULT4A1	ENST00000330884	NM_014351.4
PNPLA5	ENST00000216177	NM_138814.4
MYH9	ENST00000216181	NM_002473.6
RASD2	ENST00000216127	NM_014310.4
MB	ENST00000397326	NM_005368.3
APOL6	ENST00000409652	NM_030641.4
APOL5	ENST00000249044	NM_030642.1
APOL2	ENST00000358502	NM_030882.4
SEC14L6	ENST00000402034	NM_001193336.4
LHFPL7	ENST00000640159	NM_001388199.1
KIAA1671	ENST00000358431	NM_001145206.2
CRYBB3	ENST00000215855	NM_004076.5
CRYBB2	ENST00000398215	NM_000496.3
ATF4	ENST00000674920	NM_182810.3
CSF2RB	ENST00000403662	NM_000395.3
GRK3	ENST00000324198	NM_005160.4
DMC1	ENST00000216024	NM_007068.4
ST13	ENST00000216218	NM_003932.5
SELENOO	ENST00000380903	NM_031454.2
SCUBE1	ENST00000360835	NM_173050.5
SCARF2	ENST00000622235	NM_182895.5
OR11H1	ENST00000643195	NM_001005239.2
SLC2A11	ENST00000316185	NM_001024939.4
GAB4	ENST00000400588	NM_001037814.1
TTC28	ENST00000397906	NM_001145418.2
GSTT4	ENST00000621179	NM_001358664.2
BPIFC	ENST00000300399	NM_174932.3
KCTD17	ENST00000403888	NM_001282684.2
ADM2	ENST00000395737	NM_001253845.2
MIOX	ENST00000216075	NM_017584.6
SBF1	ENST00000380817	NM_002972.4
RABL2B	ENST00000691320	NM_001130919.3
PPARA	ENST00000407236	NM_005036.6
CDPF1	ENST00000314567	NM_207327.5
SERHL2	ENST00000327678	NM_014509.5
ATP5MGL	ENST00000505920	NM_001165877.1
A4GALT	ENST00000642412	NM_017436.7
ARFGAP3	ENST00000263245	NM_014570.5
CYB5R3	ENST00000352397	NM_000398.7
TXN2	ENST00000216185	NM_012473.4
FOXRED2	ENST00000397224	NM_001102371.2
EIF3D	ENST00000216190	NM_003753.4
SUN2	ENST00000689035	NM_015374.3
PIWIL3	ENST00000616349	NM_001255975.1
BRD1	ENST00000404760	NM_001304808.3
PISD	ENST00000439502	NM_001326411.2
RFPL2	ENST00000652607	NM_001394555.1
P2RX6	ENST00000413302	NM_005446.5
SLC16A8	ENST00000681075	NM_013356.3
TMEM121B	ENST00000331437	NM_031890.4
IL17RA	ENST00000319363	NM_014339.7
HDHD5	ENST00000336737	NM_033070.3
CBY1	ENST00000216029	NM_015373.4
RBFOX2	ENST00000695854	NM_001349999.2
GGT5	ENST00000327365	NM_004121.5
IL17REL	ENST00000695950	NM_001371417.1
UBE2L3	ENST00000342192	NM_003347.4
ADA2	ENST00000399837	NM_001282225.2
IGLL1	ENST00000330377	NM_020070.4
LRRC74B	ENST00000442047	NM_001291006.2
POLDIP3	ENST00000252115	NM_032311.5
PI4KA	ENST00000255882	NM_058004.4
HIC2	ENST00000407464	NM_015094.3
GRAP2	ENST00000344138	NM_004810.4
TMA7B	ENST00000424496	NM_001396013.1
NFAM1	ENST00000329021	NM_145912.8
ZNF280B	ENST00000626650	NM_080764.4
ZNF280A	ENST00000302097	NM_080740.5
PRAME	ENST00000405655	NM_206956.3
GGTLC2	ENST00000448514	NM_199127.3
GTPBP1	ENST00000216044	NM_004286.5
CHCHD10	ENST00000484558	NM_213720.3
MMP11	ENST00000215743	NM_005940.5
ASCC2	ENST00000307790	NM_032204.5
L3MBTL2	ENST00000216237	NM_031488.5
CHADL	ENST00000216241	NM_138481.2
SOX10	ENST00000396884	NM_006941.4
MAFF	ENST00000338483	NM_012323.4
TMEM184B	ENST00000361906	NM_012264.5
CSNK1E	ENST00000396832	NM_152221.3
SLC35E4	ENST00000343605	NM_001001479.4
DUSP18	ENST00000334679	NM_152511.5
TCN2	ENST00000215838	NM_000355.4
MCHR1	ENST00000249016	NM_005297.4
TUG1	ENST00000644773	NM_001396518.1
IL2RB	ENST00000216223	NM_000878.5
USP18	ENST00000215794	NM_017414.4
HPS4	ENST00000398145	NM_022081.6
GGA1	ENST00000343632	NM_013365.5
SH3BP1	ENST00000649765	NM_018957.6
LGALS1	ENST00000215909	NM_002305.4
NOL12	ENST00000359114	NM_024313.3
PLA2G6	ENST00000332509	NM_003560.4
KCNJ4	ENST00000303592	NM_152868.3
KDELR3	ENST00000216014	NM_006855.4
DDX17	ENST00000403230	NM_006386.5
TST	ENST00000249042	NM_003312.6
CYTH4	ENST00000248901	NM_013385.5
ELFN2	ENST00000402918	NM_052906.5
MFNG	ENST00000356998	NM_002405.4
CARD10	ENST00000251973	NM_014550.4
CDC42EP1	ENST00000249014	NM_152243.3
LGALS2	ENST00000215886	NM_006498.3
TTLL8	ENST00000433387	NM_001350317.3
RAC2	ENST00000249071	NM_002872.5
APOL1	ENST00000397278	NM_003661.4
GAS2L1	ENST00000616432	NM_001362985.3
RIMBP3B	ENST00000620804	NM_001128635.2
FAM246A	ENST00000652479	NM_001396025.1
MRTFA	ENST00000355630	NM_020831.6
TBX1	ENST00000649276	NM_001379200.1
LZTR1	ENST00000646124	NM_006767.4
PITPNB	ENST00000335272	NM_012399.5
MN1	ENST00000302326	NM_002430.3
RBX1	ENST00000216225	NM_014248.4
EP300	ENST00000263253	NM_001429.4
SMARCB1	ENST00000644036	NM_003073.5
POTEH	ENST00000343518	NM_001136213.1
IGLL5	ENST00000526893	NM_001178126.2
DDT	ENST00000398344	NM_001084392.3
TRMT2A	ENST00000252136	NM_022727.6
RANGAP1	ENST00000356244	NM_002883.4
TPST2	ENST00000338754	NM_003595.5
GGTLC3	ENST00000619998	NM_001355479.1
RIMBP3	ENST00000619918	NM_015672.2
FAM246B	ENST00000652395	NM_001396026.1
SLC7A4	ENST00000382932	NM_004173.3
RGL4	ENST00000290691	NM_153615.2
ZNF70	ENST00000341976	NM_021916.4
VPREB3	ENST00000248948	NM_013378.3
C22orf15	ENST00000402217	NM_182520.3
EWSR1	ENST00000397938	NM_005243.4
KIAA0930	ENST00000336156	NM_001009880.2
UPK3A	ENST00000216211	NM_006953.4
FAM118A	ENST00000441876	NM_017911.4
SMC1B	ENST00000357450	NM_148674.5
RIBC2	ENST00000614167	NM_015653.5
FBLN1	ENST00000327858	NM_006486.3
CSDC2	ENST00000306149	NM_014460.4
C22orf42	ENST00000382097	NM_001010859.3
PDXP	ENST00000215904	NM_020315.5
CCDC117	ENST00000249064	NM_173510.4
SGSM1	ENST00000400358	NM_001098497.3
RFPL1	ENST00000354373	NM_021026.2
CLTCL1	ENST00000427926	NM_007098.4
DGCR8	ENST00000351989	NM_022720.7
SMTN	ENST00000333137	NM_134269.3
SELENOM	ENST00000400299	NM_080430.4
INPP5J	ENST00000331075	NM_001284285.2
PLA2G3	ENST00000215885	NM_015715.5
RNF185	ENST00000326132	NM_152267.4
LIMK2	ENST00000331728	NM_005569.4
PIK3IP1	ENST00000215912	NM_052880.5
APOL3	ENST00000424878	NM_145639.2
RTL10	ENST00000328554	NM_024627.6
SEPTIN3	ENST00000644076	NM_001363845.2
DEPDC5	ENST00000651528	NM_001242896.3
SLC5A1	ENST00000266088	NM_000343.4
FBXO7	ENST00000266087	NM_012179.4
TIMP3	ENST00000266085	NM_000362.5
SYN3	ENST00000358763	NM_003490.4
DRICH1	ENST00000317749	NM_016449.4
NUP50	ENST00000347635	NM_007172.4
ATXN10	ENST00000252934	NM_013236.4
WNT7B	ENST00000339464	NM_058238.3
APOBEC3A	ENST00000249116	NM_145699.4
NF2	ENST00000338641	NM_000268.4
SREBF2	ENST00000361204	NM_004599.4
MOV10L1	ENST00000262794	NM_018995.3
CHEK2	ENST00000404276	NM_007194.4
SMIM45	ENST00000381348	NM_001395940.1
NDUFA6	ENST00000498737	NM_002490.6
CYP2D6	ENST00000645361	NM_000106.6
SMDT1	ENST00000331479	NM_033318.5
RANBP1	ENST00000430524	NM_001278639.2
ARHGAP8	ENST00000356099	NM_181335.3
PHF21B	ENST00000313237	NM_138415.5
TMEM191B	ENST00000612978	NM_001242313.1
OSBP2	ENST00000332585	NM_030758.4
DGCR2	ENST00000263196	NM_005137.3
MIURF	ENST00000637854	NM_001414695.1
XBP1	ENST00000344347	NM_001079539.2
PPP2R3B	ENST00000390665	NM_013239.5
PRKX	ENST00000262848	NM_005044.5
VCX2	ENST00000317103	NM_016378.3
IL3RA	ENST00000331035	NM_002183.4
P2RY8	ENST00000381297	NM_178129.5
SLC25A6	ENST00000381401	NM_001636.4
AMELX	ENST00000380714	NM_001142.2
ASMT	ENST00000381241	NM_001171038.2
DHRSX	ENST00000334651	NM_145177.3
SHROOM2	ENST00000380913	NM_001649.4
ANOS1	ENST00000262648	NM_000216.4
ASMTL	ENST00000381317	NM_004192.4
FAM9B	ENST00000327220	NM_205849.3
HCCS	ENST00000380762	NM_005333.5
NLGN4X	ENST00000381095	NM_181332.3
FAM9A	ENST00000381003	NM_174951.3
SRPX	ENST00000378533	NM_006307.5
GRPR	ENST00000380289	NM_005314.3
BEND2	ENST00000380033	NM_153346.5
TMEM47	ENST00000275954	NM_031442.4
KLHL34	ENST00000379499	NM_153270.3
AKAP17A	ENST00000313871	NM_005088.3
SMPX	ENST00000379494	NM_014332.3
CNKSR2	ENST00000379510	NM_014927.5
OTC	ENST00000039007	NM_000531.6
SYTL5	ENST00000297875	NM_138780.3
PPP4R3C	ENST00000412172	NM_207319.4
ADGRG2	ENST00000379869	NM_001079858.3
RAI2	ENST00000451717	NM_021785.6
CTPS2	ENST00000359276	NM_175859.3
S100G	ENST00000380200	NM_004057.3
H2AP	ENST00000341016	NM_012274.2
RP2	ENST00000218340	NM_006915.3
MBTPS2	ENST00000379484	NM_015884.4
MAGEB17	ENST00000400004	NM_001277307.2
FAM47B	ENST00000329357	NM_152631.3
SCML2	ENST00000251900	NM_006089.3
EFHC2	ENST00000420999	NM_025184.4
MED14	ENST00000324817	NM_004229.4
CHST7	ENST00000276055	NM_019886.4
USP27X	ENST00000621775	NM_001145073.3
CLCN5	ENST00000376091	NM_001127898.4
DDX53	ENST00000327968	NM_182699.4
MAGEB10	ENST00000356790	NM_182506.3
ITIH6	ENST00000218436	NM_198510.3
PTCHD1	ENST00000379361	NM_173495.3
SYAP1	ENST00000380155	NM_032796.4
MTMR8	ENST00000374852	NM_017677.4
CDKL5	ENST00000623535	NM_001323289.2
NUDT11	ENST00000375992	NM_018159.4
CFAP47	ENST00000378653	NM_001304548.2
FAM236B	ENST00000596535	NM_001348072.1
NDP	ENST00000642620	NM_000266.4
YY2	ENST00000429584	NM_206923.4
DYNLT3	ENST00000378578	NM_006520.3
AKAP4	ENST00000358526	NM_003886.3
MAOB	ENST00000378069	NM_000898.5
VSIG4	ENST00000374737	NM_007268.3
JADE3	ENST00000614628	NM_014735.5
FOXR2	ENST00000339140	NM_198451.4
SLC9A7	ENST00000616978	NM_001257291.2
MAGEH1	ENST00000342972	NM_014061.5
DGKK	ENST00000611977	NM_001013742.4
PIR	ENST00000380420	NM_001018109.3
EDA2R	ENST00000374719	NM_021783.5
CYSLTR1	ENST00000373304	NM_006639.4
ATP6AP2	ENST00000636580	NM_005765.3
SLC16A2	ENST00000587091	NM_006517.5
MAGED2	ENST00000375068	NM_177433.3
KLF8	ENST00000468660	NM_007250.5
XAGE2	ENST00000286049	NM_130777.3
FGF16	ENST00000439435	NM_003868.3
CPXCR1	ENST00000276127	NM_033048.6
HDAC8	ENST00000373573	NM_018486.3
UPRT	ENST00000373383	NM_145052.4
HDX	ENST00000373177	NM_001177479.2
PABPC5	ENST00000312600	NM_080832.3
PABPC1L2A	ENST00000373519	NM_001012977.3
ARL13A	ENST00000450049	NM_001162491.2
BRWD3	ENST00000373275	NM_153252.5
EDA	ENST00000374552	NM_001399.5
CHM	ENST00000357749	NM_000390.4
POF1B	ENST00000262753	NM_024921.4
KLHL4	ENST00000373119	NM_019117.5
NUDT10	ENST00000356450	NM_001304963.2
MAGEE1	ENST00000361470	NM_020932.3
PBDC1	ENST00000373358	NM_016500.5
RTL3	ENST00000321110	NM_152694.3
TBX22	ENST00000373296	NM_001109878.2
TGIF2LX	ENST00000283891	NM_138960.4
NBDY	ENST00000374922	NM_001348129.2
SH3BGRL	ENST00000373212	NM_003022.3
TRMT2B	ENST00000372936	NM_024917.6
TEX13B	ENST00000302917	NM_031273.2
MAGEE2	ENST00000373359	NM_138703.5
SLC6A14	ENST00000598581	NM_007231.5
XK	ENST00000378616	NM_021083.4
EZHIP	ENST00000342995	NM_203407.3
NLRP2B	ENST00000434992	NM_001319967.1
ARHGAP6	ENST00000337414	NM_013427.3
ATG4A	ENST00000372232	NM_052936.5
AWAT2	ENST00000276101	NM_001002254.1
PSMD10	ENST00000217958	NM_002814.4
LRCH2	ENST00000317135	NM_020871.4
FUNDC1	ENST00000378045	NM_173794.4
CCNB3	ENST00000376042	NM_033031.3
POU3F4	ENST00000644024	NM_000307.5
FAM236C	ENST00000636267	NM_001351111.1
P2RY10	ENST00000171757	NM_014499.4
KRBOX4	ENST00000344302	NM_001129898.2
EFNB1	ENST00000204961	NM_004429.5
PPP1R2C	ENST00000378131	NM_025210.2
CYLC1	ENST00000329312	NM_021118.3
RIPPLY1	ENST00000276173	NM_138382.3
CXorf38	ENST00000327877	NM_144970.3
DCAF8L1	ENST00000441525	NM_001017930.2
SPIN4	ENST00000374884	NM_001012968.3
DCAF12L2	ENST00000360028	NM_001013628.3
OTUD6A	ENST00000338352	NM_207320.3
THOC2	ENST00000245838	NM_001081550.2
SPIN3	ENST00000374919	NM_001010862.3
ITM2A	ENST00000373298	NM_004867.5
LUZP4	ENST00000371920	NM_016383.5
SPANXB1	ENST00000449283	NM_032461.4
MAGEC2	ENST00000247452	NM_016249.4
SLITRK4	ENST00000356928	NM_001184749.3
NAP1L2	ENST00000373517	NM_021963.4
HTATSF1	ENST00000218364	NM_014500.5
TFDP3	ENST00000310125	NM_016521.3
IGBP1	ENST00000356413	NM_001551.3
SPANXN3	ENST00000370503	NM_001009609.4
WDR44	ENST00000254029	NM_019045.5
PWWP3B	ENST00000357175	NM_001171020.2
BRS3	ENST00000370648	NM_001727.2
ASB12	ENST00000362002	NM_130388.4
CT47A11	ENST00000457020	NM_173571.2
AMER1	ENST00000374869	NM_152424.4
ZIC3	ENST00000287538	NM_003413.4
SPANXC	ENST00000358993	NM_022661.4
SPANXN1	ENST00000370493	NM_001009614.3
MAGEC3	ENST00000298296	NM_138702.1
HSFX1	ENST00000370416	NM_016153.3
CMC4	ENST00000369484	NM_001018024.3
MAGEA8	ENST00000286482	NM_005364.5
IDS	ENST00000340855	NM_000202.8
CT47A7	ENST00000434883	NM_001080140.1
LDOC1	ENST00000370526	NM_012317.4
MTCP1	ENST00000369476	NM_001018025.4
MAGEA11	ENST00000355220	NM_005366.5
GPR50	ENST00000218316	NM_004224.3
PASD1	ENST00000370357	NM_173493.3
IGSF1	ENST00000361420	NM_001555.5
PNMA6F	ENST00000436629	NM_001354980.2
EOLA2	ENST00000370406	NM_001013845.2
FUNDC2	ENST00000369498	NM_023934.4
EOLA1	ENST00000393985	NM_001171907.3
SPANXD	ENST00000370515	NM_032417.4
RNF128	ENST00000255499	NM_194463.2
VGLL1	ENST00000370634	NM_016267.4
MAGEC1	ENST00000285879	NM_005462.5
LHFPL1	ENST00000371968	NM_178175.4
F8	ENST00000360256	NM_000132.4
PRR32	ENST00000371125	NM_001122716.2
CXorf51B	ENST00000438525	NM_001244892.2
AFF2	ENST00000370460	NM_002025.4
HMGN5	ENST00000358130	NM_030763.3
MAP7D3	ENST00000316077	NM_024597.4
RPA4	ENST00000373040	NM_013347.4
DCAF12L1	ENST00000371126	NM_178470.5
GLUD2	ENST00000328078	NM_012084.4
TBC1D8B	ENST00000357242	NM_017752.3
MORC4	ENST00000355610	NM_024657.5
VBP1	ENST00000286428	NM_003372.7
IL13RA2	ENST00000243213	NM_000640.3
PHKA1	ENST00000373542	NM_002637.4
ZDHHC15	ENST00000373367	NM_144969.3
ADGRG4	ENST00000394143	NM_153834.4
RAB39B	ENST00000369454	NM_171998.4
NAP1L3	ENST00000373079	NM_004538.6
RADX	ENST00000372548	NM_018015.6
CT83	ENST00000371894	NM_001017978.4
SPANXA2	ENST00000370518	NM_145662.4
SYN1	ENST00000295987	NM_006950.3
ELK1	ENST00000376983	NM_001114123.3
TIMP1	ENST00000218388	NM_003254.3
ZMYM3	ENST00000314425	NM_201599.3
ITGB1BP2	ENST00000373829	NM_012278.4
CXCR3	ENST00000373693	NM_001504.2
CLIC2	ENST00000369449	NM_001289.6
H2AB3	ENST00000615853	NM_080720.3
TMLHE	ENST00000334398	NM_018196.4
VAMP7	ENST00000286448	NM_005638.6
OPN1LW	ENST00000369951	NM_020061.6
OPN1MW	ENST00000595290	NM_000513.2
FAM50A	ENST00000393600	NM_004699.4
PLXNA3	ENST00000369682	NM_017514.5
UBL4A	ENST00000369660	NM_014235.5
SLC10A3	ENST00000651600	NM_019848.5
ZNF711	ENST00000674551	NM_001330574.2
RAB9B	ENST00000243298	NM_016370.4
TMSB15B	ENST00000540220	NM_194324.4
MSL3	ENST00000312196	NM_078629.4
TLR7	ENST00000380659	NM_016562.4
XAGE1A	ENST00000375602	NM_001097594.3
SSX7	ENST00000298181	NM_173358.2
SPANXN5	ENST00000375511	NM_001009616.4
SCML1	ENST00000380041	NM_001037540.3
F8A3	ENST00000622749	NM_001007524.2
PABPC1L2B	ENST00000373521	NM_001042506.2
RBMXL3	ENST00000424776	NM_001145346.2
SSX2B	ENST00000596480	NM_001164417.3
LANCL3	ENST00000378619	NM_001170331.2
FAM236A	ENST00000611003	NM_001348070.2
HSFX4	ENST00000457775	NM_001351114.2
ZNF275	ENST00000650114	NM_001367757.1
ZNF157	ENST00000377073	NM_003446.4
MAGED1	ENST00000326587	NM_006986.4
PUDP	ENST00000381077	NM_012080.5
NALF2	ENST00000252338	NM_015686.3
PNMA6A	ENST00000421798	NM_032882.6
COL4A5	ENST00000328300	NM_033380.3
RAB33A	ENST00000257017	NM_004794.3
ZNF280C	ENST00000370978	NM_017666.5
AIFM1	ENST00000287295	NM_004208.4
GPR82	ENST00000302548	NM_080817.5
COX7B	ENST00000650309	NM_001866.3
SSX3	ENST00000298396	NM_021014.4
SSX4	ENST00000595689	NM_005636.4
FTSJ1	ENST00000348411	NM_012280.4
EBP	ENST00000495186	NM_006579.3
ASB9	ENST00000380488	NM_001031739.3
ASB11	ENST00000480796	NM_080873.3
PIGA	ENST00000333590	NM_002641.4
VEGFD	ENST00000297904	NM_004469.5
CLCN4	ENST00000380833	NM_001830.4
RIBC1	ENST00000375327	NM_001031745.5
SOX3	ENST00000370536	NM_005634.3
DUSP9	ENST00000342782	NM_001318503.2
PNCK	ENST00000340888	NM_001366977.1
BCAP31	ENST00000345046	NM_001256447.2
ABCD1	ENST00000218104	NM_000033.4
PLXNB3	ENST00000361971	NM_005393.3
SRPK3	ENST00000370101	NM_014370.4
SSR4	ENST00000370086	NM_006280.3
L1CAM	ENST00000370060	NM_001278116.2
RENBP	ENST00000393700	NM_002910.6
HCFC1	ENST00000310441	NM_005334.3
TMEM187	ENST00000369982	NM_003492.3
TIMM8A	ENST00000372902	NM_004085.4
RPL36A	ENST00000553110	NM_021029.6
HNRNPH2	ENST00000316594	NM_019597.5
CCNQ	ENST00000576892	NM_152274.5
SLC6A8	ENST00000253122	NM_005629.4
SNX12	ENST00000374274	NM_013346.4
FOXO4	ENST00000374259	NM_005938.4
CXorf65	ENST00000374251	NM_001025265.3
GJB1	ENST00000361726	NM_000166.6
RLIM	ENST00000332687	NM_016120.4
NEXMIF	ENST00000055682	NM_001008537.3
DUSP21	ENST00000339042	NM_022076.4
DIPK2B	ENST00000398000	NM_176819.4
PRPS1	ENST00000372435	NM_002764.4
BMP15	ENST00000252677	NM_005448.2
PAGE1	ENST00000376150	NM_003785.4
PAGE4	ENST00000218068	NM_007003.4
RBMX	ENST00000320676	NM_002139.4
GPR101	ENST00000651716	NM_054021.2
TCEAL1	ENST00000372625	NM_004780.3
MORF4L2	ENST00000441076	NM_012286.3
TMEM31	ENST00000319560	NM_182541.2
SLC25A53	ENST00000594199	NM_001012755.5
PLP2	ENST00000376327	NM_002668.3
PRICKLE3	ENST00000599218	NM_006150.5
CACNA1F	ENST00000323022	NM_001256789.3
CCDC22	ENST00000376227	NM_014008.5
PPP1R3F	ENST00000055335	NM_033215.5
ZNF182	ENST00000376943	NM_001007088.2
ZNF630	ENST00000276054	NM_001282201.2
SATL1	ENST00000644105	NM_001367857.2
UBQLN2	ENST00000338222	NM_013444.4
SLITRK2	ENST00000335565	NM_032539.5
PRRG1	ENST00000378628	NM_001142395.2
PRPS2	ENST00000380668	NM_002765.5
ATRX	ENST00000373344	NM_000489.6
RRAGB	ENST00000374941	NM_006064.5
VSIG1	ENST00000217957	NM_182607.5
TSPAN7	ENST00000378482	NM_004615.4
CFP	ENST00000396992	NM_001145252.3
TNMD	ENST00000373031	NM_022144.3
ARHGAP36	ENST00000276211	NM_144967.4
NXF2	ENST00000625106	NM_022053.4
TMSB15A	ENST00000289373	NM_021992.3
BMX	ENST00000348343	NM_203281.3
AP1S2	ENST00000672987	NM_001272071.2
APEX2	ENST00000374987	NM_014481.4
ALAS2	ENST00000650242	NM_000032.5
PAGE2B	ENST00000374971	NM_001015038.3
PAGE2	ENST00000374968	NM_207339.4
FLNA	ENST00000369850	NM_001110556.2
CLTRN	ENST00000380342	NM_020665.6
RPL10	ENST00000369817	NM_006013.5
SMC1A	ENST00000322213	NM_006306.4
SLC9A6	ENST00000630721	NM_001379110.1
STK26	ENST00000394334	NM_016542.4
RAP2C	ENST00000370874	NM_001271186.2
PLP1	ENST00000621218	NM_000533.5
NONO	ENST00000276079	NM_007363.5
TASL	ENST00000378962	NM_025159.3
PCYT1B	ENST00000379144	NM_004845.5
POLA1	ENST00000379068	NM_001330360.2
ARX	ENST00000379044	NM_139058.3
ARHGEF9	ENST00000671741	NM_001353921.2
ZCCHC18	ENST00000650639	NM_001143978.3
PAGE5	ENST00000374955	NM_001013435.3
PJA1	ENST00000374571	NM_001032396.4
TAF7L	ENST00000356784	NM_001168474.2
INTS6L	ENST00000639893	NM_001351601.3
ZFX	ENST00000304543	NM_003410.4
SSX1	ENST00000376919	NM_005635.4
ZNF81	ENST00000338637	NM_007137.5
MID2	ENST00000262843	NM_012216.4
TEX11	ENST00000374333	NM_031276.3
GPR174	ENST00000645147	NM_032553.3
SEPTIN6	ENST00000394610	NM_145799.4
FHL1	ENST00000394155	NM_001159702.3
FHL1	ENST00000370683	NM_001159699.2
ABCB7	ENST00000373394	NM_001271696.3
AGTR2	ENST00000371906	NM_000686.5
ZDHHC9	ENST00000357166	NM_016032.4
UTP14A	ENST00000394422	NM_006649.4
BCORL1	ENST00000540052	NM_001379451.1
IRS4	ENST00000372129	NM_001379150.1
TCEAL3	ENST00000372627	NM_032926.3
FAM199X	ENST00000493442	NM_207318.4
ESX1	ENST00000372588	NM_153448.4
PLCXD1	ENST00000381657	NM_018390.4
CTAG1A	ENST00000599837	NM_139250.2
APLN	ENST00000429967	NM_017413.5
XPNPEP2	ENST00000371106	NM_003399.6
SASH3	ENST00000356892	NM_018990.4
ARAF	ENST00000377045	NM_001654.5
CHRDL1	ENST00000372042	NM_001143981.2
CAPN6	ENST00000324068	NM_014289.4
SRPX2	ENST00000373004	NM_014467.3
ATP1B4	ENST00000218008	NM_001142447.3
MCTS1	ENST00000371317	NM_014060.3
C1GALT1C1	ENST00000304661	NM_001011551.3
CUL4B	ENST00000371322	NM_001079872.2
CT45A3	ENST00000598716	NM_001370148.2
CT45A6	ENST00000620654	NM_001017438.3
CT45A2	ENST00000612907	NM_152582.7
CT45A8	ENST00000611660	NM_001291535.1
